study_folder,therapeutic_area,phase,pd_category,pd_subcategory,pi_flag,count
C4591076,Vaccines,Ph III,3) CCMeds,Anticipated receipt of any inactivated or otherwise nonlive vaccine within 14 days or any live vaccine within 28 days after study intervention administration,YES,4
C4591076,Vaccines,Ph III,3) CCMeds,Other CCMED deviation,NO,1
C4591076,Vaccines,Ph III,3) CCMeds,Receipt of any other nonstudy COVID-19 vaccine throughout the study,YES,2
C4591076,Vaccines,Ph III,3) CCMeds,"Receipt of systemic corticosteroids, >=20 mg/day of prednisone or equivalent, administered for >=14 days, within 28 days before enrollment or throughout study participation.",YES,1
C4591076,Vaccines,Ph III,4) Lab,,,1
C4591076,Vaccines,Ph III,4) Lab,Incorrect serology sample volume collected,NO,1
C4591076,Vaccines,Ph III,4) Lab,Nasal swab not collected for the visit where it is required (illness visit),NO,1
C4591076,Vaccines,Ph III,4) Lab,Nasal swab sample processed incorrectly,NO,2
C4591076,Vaccines,Ph III,4) Lab,Other lab deviation,NO,15
C4591076,Vaccines,Ph III,4) Lab,Pending Site Monitor Action Lab,NO,1
C4591076,Vaccines,Ph III,4) Lab,Sample not processed in accordance with lab manual instructions.,YES,3
C4591076,Vaccines,Ph III,4) Lab,Serology sample not collected,NO,3
C4591076,Vaccines,Ph III,5) VisitSched,,,1
C4591076,Vaccines,Ph III,5) VisitSched,Other visit deviation,NO,1
C4591076,Vaccines,Ph III,5) VisitSched,Visit not done,NO,6
C4591076,Vaccines,Ph III,5) VisitSched,Visit performed outside of protocol specified window.,NO,16
C4591076,Vaccines,Ph III,6) Proc/Test,,,9
C4591076,Vaccines,Ph III,6) Proc/Test,COVID-19 illness e-diary was not completed for 4 consecutive weeks,NO,11
C4591076,Vaccines,Ph III,6) Proc/Test,COVID-19 illness e-diary was not completed over multiple 4-week periods,NO,3
C4591076,Vaccines,Ph III,6) Proc/Test,Pending Site Monitor Action Proc/Test,NO,6
C4591076,Vaccines,Ph III,6) Proc/Test,Procedure/Test not performed per protocol,NO,3
C4591076,Vaccines,Ph III,6) Proc/Test,Vaccination diary not completed at all during required 7-day post vaccination period.,NO,2
C4591076,Vaccines,Ph III,8) SafetyRep,Other AE/SAE deviation,NO,1
C4591081,Vaccines,Ph III,1) Inc/Excl,"Participant met exclusion criterion #1 (Any medical/psychiatric condition including active suicidal ideation in past year, suicidal behaviour in past 5 years or lab abnormality that increases risk of study participation)",YES,1
C4591081,Vaccines,Ph III,1) Inc/Excl,Participant met exclusion criterion #8 (Participants who have at least 1 underlying medical condition that increases their risk of severe COVID-19),YES,16
C4591081,Vaccines,Ph III,1) Inc/Excl,Participant met exclusion criterion #9 (Vaccination with or unsure whether they received any investigational or licensed COVID-19 vaccine within 3 months (90 days) before enrollment or planned receipt during study participation),YES,1
C4591081,Vaccines,Ph III,1) Inc/Excl,Pending Site Monitor Action Inc/Excl,YES,8
C4591081,Vaccines,Ph III,10) Other,,,1
C4591081,Vaccines,Ph III,10) Other,Pending Site Monitor Action Other,NO,2
C4591081,Vaccines,Ph III,10) Other,Site staff training missing/incomplete,NO,1
C4591081,Vaccines,Ph III,11) Informed Consent,,,2
C4591081,Vaccines,Ph III,11) Informed Consent,Other,NO,18
C4591081,Vaccines,Ph III,11) Informed Consent,Pending Site Monitor Action Informed Consent,NO,5
C4591081,Vaccines,Ph III,4) Lab,,,6
C4591081,Vaccines,Ph III,4) Lab,Expired/incorrect lab supplies used,NO,1
C4591081,Vaccines,Ph III,4) Lab,Nasal swab not collected by site staff prior to vaccination.,NO,1
C4591081,Vaccines,Ph III,4) Lab,Pending Site Monitor Action Lab,NO,26
C4591081,Vaccines,Ph III,4) Lab,Sample not processed in accordance with lab manual instructions,YES,4
C4591081,Vaccines,Ph III,4) Lab,Serology/PBMC incorrectly collected - Out of window,NO,2
C4591081,Vaccines,Ph III,4) Lab,Serology/PBMC samples processed incorrectly,NO,1
C4591081,Vaccines,Ph III,4) Lab,Specimen could not be analyzed,NO,1
C4591081,Vaccines,Ph III,4) Lab,Urine pregnancy test not performed.,NO,1
C4591081,Vaccines,Ph III,5) VisitSched,,,1
C4591081,Vaccines,Ph III,5) VisitSched,Pending Site Monitor Action VisitSched,NO,74
C4591081,Vaccines,Ph III,5) VisitSched,Potential COVID illness visit not done when required per protocol,NO,1
C4591081,Vaccines,Ph III,5) VisitSched,Visit conducted in error,NO,16
C4591081,Vaccines,Ph III,5) VisitSched,Visit not done,NO,3
C4591081,Vaccines,Ph III,5) VisitSched,Visit performed outside of protocol specified window.,NO,38
C4591081,Vaccines,Ph III,6) Proc/Test,,,132
C4591081,Vaccines,Ph III,6) Proc/Test,Assessment of acute reaction for protocol specified timeframe after study intervention administration not performed at the vaccination visits.,NO,1
C4591081,Vaccines,Ph III,6) Proc/Test,COVID-19 illness e-diary was not completed for 2 consecutive weeks.,NO,145
C4591081,Vaccines,Ph III,6) Proc/Test,Cardiologist evaluation for probable/possible myocarditis or pericarditis not conducted per protocol.,NO,5
C4591081,Vaccines,Ph III,6) Proc/Test,Pending Site Monitor Action Proc/Test,NO,340
C4591081,Vaccines,Ph III,6) Proc/Test,Procedure not recorded in source documentation as having been performed.,NO,94
C4591081,Vaccines,Ph III,6) Proc/Test,Procedure/Test not done,NO,92
C4591081,Vaccines,Ph III,6) Proc/Test,Procedure/Test not performed per protocol,NO,13
C4591081,Vaccines,Ph III,6) Proc/Test,Procedure/Test performed out of window,NO,4
C4591081,Vaccines,Ph III,6) Proc/Test,Procedures for contraception counseling/contraception requirements not followed,NO,5
C4591081,Vaccines,Ph III,6) Proc/Test,"Subject had a vaccination diary activated, but was not part of the reactogenicity subset",NO,56
C4591081,Vaccines,Ph III,6) Proc/Test,"Subjects was not dispensed a provisioned device, or did not download the app to their own device",NO,2
C4591081,Vaccines,Ph III,6) Proc/Test,Visit 1 procedures not performed per protocol specified sequence with respect to randomization.,NO,1
C4591081,Vaccines,Ph III,7) Random,Pending Site Monitor Action Random,NO,1
C4591081,Vaccines,Ph III,7) Random,Randomized in error but not dosed,NO,1
C4591081,Vaccines,Ph III,8) SafetyRep,Pending Site Monitor Action SafetyRep,NO,7
C4591081,Vaccines,Ph III,8) SafetyRep,SAE report delayed or not reported to Sponsor,NO,1
C4591081,Vaccines,Ph III,9) DiscCrit,Pending Site Monitor Action DiscCrit,NO,1
C4591082,Vaccines,Ph III,1) Inc/Excl,Subject did not meet inclusion criterion 3 (Participants who have at least 1 underlying medical condition that increases their risk of severe COVID-19),YES,2
C4591082,Vaccines,Ph III,11) Informed Consent,Other,NO,4
C4591082,Vaccines,Ph III,2) InvProd,IP documentation error,NO,1
C4591082,Vaccines,Ph III,2) InvProd,IP verification incomplete,NO,1
C4591082,Vaccines,Ph III,2) InvProd,"Subject was enrolled more than once in the study, at different sites",YES,4
C4591082,Vaccines,Ph III,3) CCMeds,"Receipt of any inactivated or otherwise nonlive vaccine within 14 days, or any live vaccine within 28 days, before study intervention administration",YES,1
C4591082,Vaccines,Ph III,3) CCMeds,"Receipt of systemic corticosteroids ≥2 mg/kg/day of prednisone or eqv in subjs <10 kg, or ≥20 mg/day of prednisone or eqv in subjs ≥10 kg, for <14 days is prohibited from 28 days prior to study intervention administration at Visit 1 through Visit 2",YES,2
C4591082,Vaccines,Ph III,4) Lab,Baseline (Visit 1) serology sample collected on a day earlier than study intervention,YES,1
C4591082,Vaccines,Ph III,4) Lab,Nasal swab can't be analyzed due to incorrect shipping procedure,NO,1
C4591082,Vaccines,Ph III,4) Lab,Nasal swab collected where it is not required,NO,4
C4591082,Vaccines,Ph III,4) Lab,Nasal swab not collected by site staff prior to vaccination.,NO,1
C4591082,Vaccines,Ph III,4) Lab,Nasal swab not collected for the visit where it is required (illness visit),NO,11
C4591082,Vaccines,Ph III,4) Lab,Other lab deviation,NO,2
C4591082,Vaccines,Ph III,4) Lab,Sample not processed in accordance with lab manual instructions,YES,5
C4591082,Vaccines,Ph III,4) Lab,Serology sample not collected,NO,18
C4591082,Vaccines,Ph III,5) VisitSched,Visit not done,NO,2
C4591082,Vaccines,Ph III,5) VisitSched,Visit performed outside of protocol specified window.,NO,10
C4591082,Vaccines,Ph III,6) Proc/Test,Assessment of acute reaction for protocol specified timeframe after study intervention administration not performed at the vaccination visits.,NO,2
C4591082,Vaccines,Ph III,6) Proc/Test,COVID-19 illness e-diary was not completed for 4 consecutive weeks,NO,17
C4591082,Vaccines,Ph III,6) Proc/Test,COVID-19 illness e-diary was not completed over multiple 4-week periods,NO,3
C4591082,Vaccines,Ph III,6) Proc/Test,Procedure/Test not performed per protocol,NO,1
C4591082,Vaccines,Ph III,6) Proc/Test,Vaccination diary not completed at all during required 7-day post vaccination period.,NO,2
C4591082,Vaccines,Ph III,7) Random,Randomization done out of sequence,NO,2
C4601003,Vaccines,Ph III,1) Inc/Excl,Subject did not meet inclusion criteria 3 (Participants or participants' parent(s)/legal guardian(s) who are willing and able to comply with all scheduled visits and study procedures),YES,1
C4601003,Vaccines,Ph III,1) Inc/Excl,Subject did not meet inclusion criteria 5 (Capable of giving signed informed consent and assent (as appropriate) and can comply with the requirements and restrictions listed in the ICD and in this protocol),YES,14
C4601003,Vaccines,Ph III,1) Inc/Excl,"Subject met exclusion criteria 1 (Female participants that are pregnant, breastfeeding, or have a positive urine pregnancy test at Visit 1. Sexually active females and fertile males unwilling to use contraception as per protocol)",YES,2
C4601003,Vaccines,Ph III,1) Inc/Excl,"Subject met exclusion criteria 10 (Underlying bone marrow disorder treated within the past year, or any history of bone marrow transplant)",YES,2
C4601003,Vaccines,Ph III,1) Inc/Excl,"Subject met exclusion criteria 11 (Malignancy that required treatment with chemotherapy, immunotherapy, radiation therapy, or antineoplastic target therapies within the past 24 months)",YES,4
C4601003,Vaccines,Ph III,1) Inc/Excl,"Subject met exclusion criteria 12 (Other medical, psychiatric condition, active suicidal ideation/behavior or lab abnormality which increases risk of study participation or, in investigator's judgment is inappropriate for the study)",YES,1
C4601003,Vaccines,Ph III,1) Inc/Excl,Subject met exclusion criteria 14 (Treatment for Lyme disease in the 3 months prior to study intervention administration),YES,1
C4601003,Vaccines,Ph III,1) Inc/Excl,Subject met exclusion criteria 15 (Chronic systemic doxycycline or minocycline or other tetracycline class drug use for acne or any other chronic suppressive antibiotics),YES,1
C4601003,Vaccines,Ph III,1) Inc/Excl,Subject met exclusion criteria 19 (Receipt of anticoagulant therapy within 1 month before study intervention),YES,6
C4601003,Vaccines,Ph III,1) Inc/Excl,"Subject met exclusion criteria 20 (Participation in other studies involving investigational drug(s), investigational vaccines, or investigational devices within 28 days prior to study entry and/or during study participation)",YES,6
C4601003,Vaccines,Ph III,1) Inc/Excl,"Subject met exclusion criteria 21(Investigator site staff or Pfizer employees directly involved in the conduct of the study, site staff otherwise supervised by the investigator, and their respective family members)",YES,14
C4601003,Vaccines,Ph III,1) Inc/Excl,Subject met exclusion criteria 3 (Any diagnosis of Lyme disease within the past 3 months),YES,1
C4601003,Vaccines,Ph III,1) Inc/Excl,"Subject met exclusion criteria 4 (History of Lyme carditis, neuroborreliosis, or arthritis, regardless of when diagnosed)",YES,4
C4601003,Vaccines,Ph III,1) Inc/Excl,Subject met exclusion criteria 5 (Known tick bite within the past 4 weeks),YES,2
C4601003,Vaccines,Ph III,1) Inc/Excl,Subject met exclusion criteria 6 (Newly developed or unstable underlying medical conditions that may interfere with assessment of Lyme disease),YES,1
C4601003,Vaccines,Ph III,1) Inc/Excl,Subject met exclusion criteria 8 (Congenital or acquired immunodeficiency or treatments that would inhibit the ability to mount an immune response to a vaccine),YES,1
C4601003,Vaccines,Ph III,1) Inc/Excl,Subject met exclusion criteria 9 (Any autoimmune condition with a manifestation that may interfere with the assessment of Lyme disease),YES,1
C4601003,Vaccines,Ph III,10) Other,Site staff training missing/incomplete,NO,167
C4601003,Vaccines,Ph III,11) Informed Consent,ICD had not undergone proper Pfizer/CRO approval,NO,4
C4601003,Vaccines,Ph III,11) Informed Consent,ICD not translated to subject's/LAR native language,NO,34
C4601003,Vaccines,Ph III,11) Informed Consent,ICD signed by subject/LAR had not received IRB/IEC approval,NO,31
C4601003,Vaccines,Ph III,11) Informed Consent,ICD signed by unauthorized site personnel,NO,27
C4601003,Vaccines,Ph III,11) Informed Consent,"ICD was lost, copy available",NO,7
C4601003,Vaccines,Ph III,11) Informed Consent,"ICD was lost, no copy available",NO,6
C4601003,Vaccines,Ph III,11) Informed Consent,Incorrect/Missing signatories on ICD subsequently corrected,NO,143
C4601003,Vaccines,Ph III,11) Informed Consent,Other,NO,1346
C4601003,Vaccines,Ph III,11) Informed Consent,Revised ICD not signed at the first subject visits after the revised/approved ICD was available at site,NO,369
C4601003,Vaccines,Ph III,11) Informed Consent,Subject did not sign consent at age of majority,NO,18
C4601003,Vaccines,Ph III,11) Informed Consent,Subject/LAR did not sign ICD & did not give verbal consent,YES,2
C4601003,Vaccines,Ph III,11) Informed Consent,Subject/LAR did not sign the ICD but gave verbal consent,YES,1
C4601003,Vaccines,Ph III,11) Informed Consent,Subject/LAR signed a superseded/outdated version of the ICD,NO,312
C4601003,Vaccines,Ph III,11) Informed Consent,Subject/LAR signed and dated ICD after screen/enroll date,NO,51
C4601003,Vaccines,Ph III,11) Informed Consent,Subject/LAR signed consent but did not date it,NO,19
C4601003,Vaccines,Ph III,2) InvProd,"Administration error, incorrect container, but correct IP administered",NO,15
C4601003,Vaccines,Ph III,2) InvProd,"Administration error, incorrect container, but correct IP administered. CORRECTED",NO,1
C4601003,Vaccines,Ph III,2) InvProd,Blind compromised,YES,1
C4601003,Vaccines,Ph III,2) InvProd,"Dosing/administration error, participant did not receive correct dose of IP as randomized",YES,5
C4601003,Vaccines,Ph III,2) InvProd,IP accountability not done,NO,19
C4601003,Vaccines,Ph III,2) InvProd,IP administered by untrained personnel,NO,20
C4601003,Vaccines,Ph III,2) InvProd,IP administered prior to authorization for use,NO,9
C4601003,Vaccines,Ph III,2) InvProd,IP documentation error,NO,11
C4601003,Vaccines,Ph III,2) InvProd,Incorrect IP assigned to participant due to IRT not being utilized,YES,3
C4601003,Vaccines,Ph III,2) InvProd,Other InvProd deviation,NO,25
C4601003,Vaccines,Ph III,2) InvProd,Participant was vaccinated despite meeting temporary delay criteria,YES,26
C4601003,Vaccines,Ph III,2) InvProd,"Subject was enrolled more than once in the study, at different sites",YES,4
C4601003,Vaccines,Ph III,3) CCMeds,Other CCMeds deviation,NO,3
C4601003,Vaccines,Ph III,3) CCMeds,Receipt of anticoagulant therapy other than aspirin within 28 days before any vaccination.,NO,45
C4601003,Vaccines,Ph III,3) CCMeds,Receipt of anticoagulant therapy other than aspirin within 28 days before any vaccination.,YES,3
C4601003,Vaccines,Ph III,3) CCMeds,Receipt of any nonlive vaccine ≤14 days before or after study intervention administration. Receipt of any live vaccine ≤28 days before or after study intervention administration,YES,575
C4601003,Vaccines,Ph III,3) CCMeds,Receipt of blood/plasma products or immunoglobulins within protocol specified timeframe,YES,19
C4601003,Vaccines,Ph III,3) CCMeds,"Receipt of chronic systemic doxycycline, minocycline, or other tetracycline class drugs for acne or any other chronic suppressive antibiotics used to treat other conditions through conclusion of study participation",YES,25
C4601003,Vaccines,Ph III,3) CCMeds,"Receipt of chronic systemic treatment with known immunosuppressant medication, or radiotherapy, within 6 months before enrollment through conclusion of the study",YES,45
C4601003,Vaccines,Ph III,3) CCMeds,"Receipt of nonstudy investigational vaccines, drugs, or medical devices through conclusion of study participation",YES,3
C4601003,Vaccines,Ph III,3) CCMeds,Receipt of prophylactic antipyretics and other pain medication to prevent symptoms associated with study intervention administration,NO,2
C4601003,Vaccines,Ph III,3) CCMeds,Receipt of systemic corticosteroids (≥20mg/day of prednisone or equivalent) for ≥14 days is prohibited from 28 days before study intervention administration through 28 days after end of the primary series or booster dose,YES,14
C4601003,Vaccines,Ph III,4) Lab,Biopsy sample collected/processed/stored/shipped incorrectly,NO,4
C4601003,Vaccines,Ph III,4) Lab,Biopsy sample consented for but not collected,NO,2
C4601003,Vaccines,Ph III,4) Lab,Other Lab deviation,NO,48
C4601003,Vaccines,Ph III,4) Lab,Plasma sample collected at a visit where it is not required,NO,73
C4601003,Vaccines,Ph III,4) Lab,Plasma sample collected/processed/stored/shipped incorrectly,NO,24
C4601003,Vaccines,Ph III,4) Lab,Plasma sample not collected,NO,27
C4601003,Vaccines,Ph III,4) Lab,Serology sample collected at a visit where it is not required,NO,20
C4601003,Vaccines,Ph III,4) Lab,Serology sample collected out of window,NO,29
C4601003,Vaccines,Ph III,4) Lab,Serology sample collected/processed/stored/shipped incorrectly,NO,124
C4601003,Vaccines,Ph III,4) Lab,Serology sample not collected,NO,147
C4601003,Vaccines,Ph III,4) Lab,Serology sample not collected per protocol requirements,NO,31
C4601003,Vaccines,Ph III,4) Lab,Standard of care CSF/SF/paired serum sample available but stored/shipped incorrectly,NO,2
C4601003,Vaccines,Ph III,4) Lab,Urine pregnancy test not performed or performed outside of visit window,NO,277
C4601003,Vaccines,Ph III,5) VisitSched,No safety follow-up occurred 6 months after participant's last study dose receipt,NO,15
C4601003,Vaccines,Ph III,5) VisitSched,Other VisitSched deviation,NO,13
C4601003,Vaccines,Ph III,5) VisitSched,Visit not done,NO,3090
C4601003,Vaccines,Ph III,5) VisitSched,Visit performed outside of protocol specified window,NO,3140
C4601003,Vaccines,Ph III,6) Proc/Test,DO NOT USE - Thermometer or caliper not provided to participant,NO,1
C4601003,Vaccines,Ph III,6) Proc/Test,Other Proc/Test Deviation,NO,167
C4601003,Vaccines,Ph III,6) Proc/Test,Participant declared lost to follow up without protocol specified documentation,NO,6
C4601003,Vaccines,Ph III,6) Proc/Test,Participant not observed for at least 30 minutes post vaccination,NO,163
C4601003,Vaccines,Ph III,6) Proc/Test,Procedure/Test not done,NO,638
C4601003,Vaccines,Ph III,6) Proc/Test,Procedure/Test not performed per protocol,NO,816
C4601003,Vaccines,Ph III,6) Proc/Test,Procedure/Test performed out of window,NO,8
C4601003,Vaccines,Ph III,6) Proc/Test,Procedures for contraception counseling/contraception requirements not followed,NO,168
C4601003,Vaccines,Ph III,6) Proc/Test,Vaccination diary not completed at all during required 7 day post vaccination period,YES,428
C4601003,Vaccines,Ph III,6) Proc/Test,e-Diary not set-up/completed,NO,442
C4601003,Vaccines,Ph III,7) Random,Randomization done out of sequence,NO,97
C4601003,Vaccines,Ph III,7) Random,Randomized in error but not dosed,NO,7
C4601003,Vaccines,Ph III,7) Random,Randomized into incorrect stratum,NO,1
C4601003,Vaccines,Ph III,8) SafetyRep,Other SafetyRep deviation,NO,77
C4601003,Vaccines,Ph III,8) SafetyRep,SAE not reported to Ethics Committee/IRB per local regulations,NO,1
C4601003,Vaccines,Ph III,8) SafetyRep,SAE/EDP not reported to Sponsor within specified timeframe,NO,102
C4601003,Vaccines,Ph III,8) SafetyRep,Telephone contact was not performed per unscheduled visit criteria,NO,8
C4601003,Vaccines,Ph III,9) DiscCrit,Participant developed withdrawal criteria during the study but was not withdrawn,YES,1
C4601003,Vaccines,Ph III,9) DiscCrit,Subject was discontinued but did not meet discontinuation criteria,NO,2
C4891001,Oncology,Ph III,1) Inc/Excl,"Subject did not meet inclusion criteria 3 [Locoregional recurrent/met BC, with no S or RT with curative intent.]",YES,12
C4891001,Oncology,Ph III,1) Inc/Excl,Subject did not meet inclusion criteria 4 [Prior Therapy for locoregional recurrent/metastatic BC.],YES,9
C4891001,Oncology,Ph III,1) Inc/Excl,Subject did not meet inclusion criteria 5 [At least 1 measurable lesion as defined by RECIST v1.1. Bone only disease: participants with only non-measurable lesions are eligible.],YES,4
C4891001,Oncology,Ph III,1) Inc/Excl,"Subject met exclusion criteria 1 [Any other solid tumors in past 3 years, except curatively treated, as per protocol]",YES,1
C4891001,Oncology,Ph III,1) Inc/Excl,Subject met exclusion criteria 12 [Hematologic abnormalities as defined in protocol],YES,2
C4891001,Oncology,Ph III,1) Inc/Excl,Subject met exclusion criteria 13 [Renal impairment as defined in protocol],YES,2
C4891001,Oncology,Ph III,1) Inc/Excl,"Subject met exclusion criteria 3 [Major S, RT or systemic therapy for BC ≤ 14 days pre-randomization. Participants with prior RT ≥25% of BM are not eligible.]",YES,3
C4891001,Oncology,Ph III,1) Inc/Excl,Subject met exclusion criteria 5 [Impaired cardiovascular function or clinically significant cardiovascular diseases as defined in protocol.],YES,1
C4891001,Oncology,Ph III,1) Inc/Excl,"Subject met exclusion criteria 8 [Coadmin of drugs, food and herbs that are strong CYP3A inhibitors or inducers and drugs known to predispose to Torsade de Pointes or QT interval prolongation.]",YES,9
C4891001,Oncology,Ph III,1) Inc/Excl,"Subject met exclusion criteria 9 [Prior treatment with ARV-471, fulvestrant, mTOR, PI3K, AKT or PARP inhibitor, other investigational ET (ie, SERD, SERCA, CERAN) for any setting, CDK4/6 inhibitor as neo/adjuvant or chemo for advanced/metastatic BC.]",YES,7
C4891001,Oncology,Ph III,10) Other,Pending Site Monitor Action Other,NO,1
C4891001,Oncology,Ph III,11) Informed Consent,ICD not completed or not completed correctly (e.g. date),NO,41
C4891001,Oncology,Ph III,11) Informed Consent,"ICD not signed by impartial witness, when applicable",YES,2
C4891001,Oncology,Ph III,11) Informed Consent,ICD not translated to subject's/LAR native language,YES,3
C4891001,Oncology,Ph III,11) Informed Consent,ICD signed by subject/LAR had not received IRB/IEC approval,YES,1
C4891001,Oncology,Ph III,11) Informed Consent,ICD signed by unauthorized site personnel,YES,17
C4891001,Oncology,Ph III,11) Informed Consent,"ICD was lost, copy available",YES,1
C4891001,Oncology,Ph III,11) Informed Consent,Other,NO,29
C4891001,Oncology,Ph III,11) Informed Consent,Pending Site Monitor Action Informed Consent,NO,1
C4891001,Oncology,Ph III,11) Informed Consent,Revised ICD not signed at the first subject visits after the revised/approved ICD was available at site,NO,41
C4891001,Oncology,Ph III,11) Informed Consent,Subject did not sign the additional consent for optional procedure(s) but biologic samples were collected,YES,8
C4891001,Oncology,Ph III,11) Informed Consent,Subject signed ICD after study-specified procedures had been performed,YES,8
C4891001,Oncology,Ph III,11) Informed Consent,Subject/LAR did not sign ICD & did not give verbal consent,YES,12
C4891001,Oncology,Ph III,11) Informed Consent,Subject/LAR did not sign the ICD but gave verbal consent,YES,4
C4891001,Oncology,Ph III,11) Informed Consent,Subject/LAR signed a superseded/outdated version of the ICD,NO,41
C4891001,Oncology,Ph III,11) Informed Consent,Subject/LAR signed and dated ICD after screen/enroll date,YES,1
C4891001,Oncology,Ph III,2) InvProd,Administration error,NO,40
C4891001,Oncology,Ph III,2) InvProd,Dispensing error,NO,15
C4891001,Oncology,Ph III,2) InvProd,Dosing error: overdose.,YES,4
C4891001,Oncology,Ph III,2) InvProd,Dosing error: underdose,NO,79
C4891001,Oncology,Ph III,2) InvProd,Dosing/Administration error,NO,6
C4891001,Oncology,Ph III,2) InvProd,IP accountability not done,NO,13
C4891001,Oncology,Ph III,2) InvProd,IP not returned,NO,20
C4891001,Oncology,Ph III,2) InvProd,Pending Site Monitor Action InvProd,NO,1
C4891001,Oncology,Ph III,2) InvProd,Storage error,NO,15
C4891001,Oncology,Ph III,3) CCMeds,Mandatory concomitant medication/vaccine not taken/administered or not used as specified per protocol,NO,6
C4891001,Oncology,Ph III,3) CCMeds,"Took permitted concomitant medication/vaccine, but not as specified per protocol",NO,6
C4891001,Oncology,Ph III,3) CCMeds,Took prohibited concomitant medication/vaccine,YES,31
C4891001,Oncology,Ph III,4) Lab,Lab for pregnancy testing not done as required,NO,24
C4891001,Oncology,Ph III,4) Lab,Lab not done,NO,328
C4891001,Oncology,Ph III,4) Lab,Lab not performed within pre-specified conditions,NO,315
C4891001,Oncology,Ph III,4) Lab,Lab performed out of window,NO,21
C4891001,Oncology,Ph III,4) Lab,Lab(s) was not reviewed by an Investigator in a timely manner,NO,3
C4891001,Oncology,Ph III,4) Lab,PK/PD samples not done,NO,28
C4891001,Oncology,Ph III,4) Lab,"PK/PD samples not properly collected, stored or handled",NO,118
C4891001,Oncology,Ph III,4) Lab,Pending Site Monitor Action Lab,NO,1
C4891001,Oncology,Ph III,5) VisitSched,Visit not done,NO,48
C4891001,Oncology,Ph III,5) VisitSched,Visit not performed per protocol,NO,228
C4891001,Oncology,Ph III,6) Proc/Test,,,3
C4891001,Oncology,Ph III,6) Proc/Test,Abnormal procedure/test result not followed up per protocol,NO,1
C4891001,Oncology,Ph III,6) Proc/Test,Dosing diary not available / not completed by participant.,NO,103
C4891001,Oncology,Ph III,6) Proc/Test,ECG not performed / not done as per protocol / performed out of window,NO,461
C4891001,Oncology,Ph III,6) Proc/Test,PRO not performed / not done as per protocol / performed out of window,NO,2309
C4891001,Oncology,Ph III,6) Proc/Test,Pending Site Monitor Action Proc/Test,NO,2
C4891001,Oncology,Ph III,6) Proc/Test,Procedure/Test not done,NO,267
C4891001,Oncology,Ph III,6) Proc/Test,Procedure/Test not performed per protocol,NO,630
C4891001,Oncology,Ph III,6) Proc/Test,Procedure/Test performed out of window,NO,137
C4891001,Oncology,Ph III,6) Proc/Test,Procedures for contraception counseling/contraception requirements not followed,NO,1
C4891001,Oncology,Ph III,6) Proc/Test,Subject underwent protocol prohibited intervention,NO,1
C4891001,Oncology,Ph III,7) Random,Randomized out of protocol defined window,NO,12
C4891001,Oncology,Ph III,7) Random,Randomized under wrong stratification,YES,47
C4891001,Oncology,Ph III,8) SafetyRep,Safety Reporting delayed/ other,NO,26
C4891002,Oncology,Ph III,1) Inc/Excl,"Subject did not meet inclusion criteria 3 [Local advanced/metastatic BC not amenable to surgery or radiotherapy with curative intent. BC to be ER(+)≥1%,HER2(-)]",YES,2
C4891002,Oncology,Ph III,1) Inc/Excl,"Subject met exclusion criteria 6 [Relapse while on or within 12 months of completing standard adjuvant ET. CDK4/6i, ARV-471, fulvestrant, and other investigational agents (including novel ET, any SERDs, SERCAs, CERANs) in any setting.]",YES,1
C4891002,Oncology,Ph III,11) Informed Consent,ICD not completed or not completed correctly (e.g. date),NO,2
C4891002,Oncology,Ph III,11) Informed Consent,ICD not translated to subject's/LAR native language,YES,1
C4891002,Oncology,Ph III,11) Informed Consent,Revised ICD not signed at the first subject visits after the revised/approved ICD was available at site,NO,14
C4891002,Oncology,Ph III,11) Informed Consent,Subject signed ICD after study-specified procedures had been performed,YES,1
C4891002,Oncology,Ph III,11) Informed Consent,Subject/LAR signed a superseded/outdated version of the ICD,NO,1
C4891002,Oncology,Ph III,2) InvProd,,,1
C4891002,Oncology,Ph III,2) InvProd,Administration error,NO,8
C4891002,Oncology,Ph III,2) InvProd,DOSING error: underdose,NO,2
C4891002,Oncology,Ph III,2) InvProd,DOSING error: underdose,YES,1
C4891002,Oncology,Ph III,2) InvProd,Dosing Error : other,NO,10
C4891002,Oncology,Ph III,2) InvProd,Dosing error: overdose.,YES,3
C4891002,Oncology,Ph III,2) InvProd,Dosing/Administration error,NO,60
C4891002,Oncology,Ph III,2) InvProd,IP accountability not done,NO,3
C4891002,Oncology,Ph III,2) InvProd,IP not returned,NO,1
C4891002,Oncology,Ph III,2) InvProd,Pending Site Monitor Action InvProd,NO,5
C4891002,Oncology,Ph III,2) InvProd,Storage error,NO,2
C4891002,Oncology,Ph III,3) CCMeds,Pending Site Monitor Action CCMeds,NO,10
C4891002,Oncology,Ph III,3) CCMeds,"Took permitted concomitant medication/vaccine, but not as specified per protocol",NO,11
C4891002,Oncology,Ph III,3) CCMeds,Took prohibited concomitant medication/vaccine,YES,4
C4891002,Oncology,Ph III,4) Lab,,,1
C4891002,Oncology,Ph III,4) Lab,Lab for pregnancy testing not done as required,NO,11
C4891002,Oncology,Ph III,4) Lab,Lab not done,NO,51
C4891002,Oncology,Ph III,4) Lab,Lab not performed within pre-specified conditions,NO,7
C4891002,Oncology,Ph III,4) Lab,Lab performed out of window,NO,7
